HRG_Code,HRG_Desc,HRG_Version,HRG_Type,Exc_All_Settings,HRG_Chapter_Code,HRG_Chapter_Desc,HRG_SubChapter_Code,HRG_SubChapter_Desc
RN17B,"Hepatobiliary Nuclear Scan, 18 years and under",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN18A,"Lung Ventilation or Perfusion Scan, 19 years and over",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN18B,"Lung Ventilation or Perfusion Scan, 18 years and under",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN19Z,Sentinel Lymph Node scan,4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN20Z,Myocardial Perfusion Scan,4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN21Z,"Myocardial Perfusion Scan, stress only",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN22Z,Multi-Gated Acquisition (MUGA) Scan,4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN23A,"Nuclear Cystography, 19 years and over",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN23B,"Nuclear Cystography, between 6 and 18 years",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN23C,"Nuclear Cystography, 5 years and under",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN24Z,Parathyroid Scan,4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN25A,"Renogram, 19 years and over",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN25B,"Renogram, between 6 and 18 years",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN25C,"Renogram, 5 years and under",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN26Z,Red Cell Mass Studies,4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN27A,"Glomerular Filtration Rate Testing, 19 years and over",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN27B,"Glomerular Filtration Rate Testing, between 6 and 18 years",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN27C,"Glomerular Filtration Rate Testing, 5 years and under",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN28Z,Breath Test,4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN29A,"Meckel's Scan, 19 years and over",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN29B,"Meckel's Scan, between 6 and 18 years",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN29C,"Meckel's Scan, 5 years and under",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN30A,"Dimercaptosuccinic Acid (DMSA) Scan, 19 years and over",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN30B,"Dimercaptosuccinic Acid (DMSA) Scan, between 6 and 18 years",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN30C,"Dimercaptosuccinic Acid (DMSA) Scan, 5 years and under",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN31Z,Dacryoscintigraphy,4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN32A,"Thyroid Gland Scan, 19 years and over",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN32B,"Thyroid Gland Scan, 18 years and under",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN33Z,Other Specified Diagnostic Imaging of Digestive Tract,4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN34A,"Other Specified Diagnostic Imaging of Other Sites, 19 years and over",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN34B,"Other Specified Diagnostic Imaging of Other Sites, between 6 and 18 years",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN34C,"Other Specified Diagnostic Imaging of Other Sites, 5 years and under",4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN50Z,Radiation Synovectomy,4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN51Z,Oral Delivery of Radiotherapy for Thyroid Ablation,4+,U,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN52Z,Delivery of Other Radionuclide Therapy,4+,U,Y,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
RN97Z,Same Day Nuclear Medicine Admission or Attendance,4+,C,N,R,Diagnostic Imaging and Nuclear Medicine,RN,Nuclear Medicine Procedures
SA01G,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 8+",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA01H,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 5-7",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA01J,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 2-4",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA01K,"Acquired Pure Red Cell Aplasia or Other Aplastic Anaemia, with CC Score 0-1",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA02G,Coagulation Defect with CC Score 5+,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA02H,Coagulation Defect with CC Score 2-4,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA02J,Coagulation Defect with CC Score 0-1,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA03G,Haemolytic Anaemia with CC Score 3+,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA03H,Haemolytic Anaemia with CC Score 0-2,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA04G,Iron Deficiency Anaemia with CC Score 14+,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA04H,Iron Deficiency Anaemia with CC Score 10-13,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA04J,Iron Deficiency Anaemia with CC Score 6-9,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA04K,Iron Deficiency Anaemia with CC Score 2-5,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA04L,Iron Deficiency Anaemia with CC Score 0-1,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA05G,Megaloblastic Anaemia with CC Score 8+,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA05H,Megaloblastic Anaemia with CC Score 4-7,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA05J,Megaloblastic Anaemia with CC Score 0-3,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA06G,Myelodysplastic Syndrome with CC Score 8+,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA06H,Myelodysplastic Syndrome with CC Score 5-7,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA06J,Myelodysplastic Syndrome with CC Score 2-4,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA06K,Myelodysplastic Syndrome with CC Score 0-1,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA07G,Myeloproliferative Disorder with CC Score 7+,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA07H,Myeloproliferative Disorder with CC Score 4-6,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA07J,Myeloproliferative Disorder with CC Score 0-3,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA08G,"Other Haematological or Splenic Disorders, with CC Score 6+",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA08H,"Other Haematological or Splenic Disorders, with CC Score 3-5",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA08J,"Other Haematological or Splenic Disorders, with CC Score 0-2",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA09G,Other Red Blood Cell Disorders with CC Score 14+,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA09H,Other Red Blood Cell Disorders with CC Score 10-13,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA09J,Other Red Blood Cell Disorders with CC Score 6-9,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA09K,Other Red Blood Cell Disorders with CC Score 2-5,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA09L,Other Red Blood Cell Disorders with CC Score 0-1,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA11Z,Thalassaemia,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA12G,Thrombocytopenia with CC Score 8+,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA12H,Thrombocytopenia with CC Score 5-7,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA12J,Thrombocytopenia with CC Score 2-4,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA12K,Thrombocytopenia with CC Score 0-1,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA14Z,"Plasma Exchanges, 2 to 9",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA15Z,"Plasma Exchanges, 10 to 19",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA16Z,"Plasma Exchanges, 20 or more",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA17G,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 3+",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA17H,"Malignant Disorders of Lymphatic or Haematological Systems, with CC Score 0-2",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA18Z,Bone Marrow Harvest,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA19A,"Bone Marrow Transplant, Autograft, 19 years and over",4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA19B,"Bone Marrow Transplant, Autograft, 18 years and under",4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA20A,"Bone Marrow Transplant, Allogeneic Graft (Sibling), 19 years and over",4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA20B,"Bone Marrow Transplant, Allogeneic Graft (Sibling), 18 years and under",4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA21A,"Bone Marrow Transplant, Allogeneic Graft (Volunteer Unrelated Donor), 19 years and over",4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA21B,"Bone Marrow Transplant, Allogeneic Graft (Volunteer Unrelated Donor), 18 years and under",4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA22A,"Bone Marrow Transplant, Allogeneic Graft (Cord Blood), 19 years and over",4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA22B,"Bone Marrow Transplant, Allogeneic Graft (Cord Blood), 18 years and under",4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA23A,"Bone Marrow Transplant, Allogeneic Graft (Haplo-Identical), 19 years and over",4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA23B,"Bone Marrow Transplant, Allogeneic Graft (Haplo-Identical), 18 years and under",4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA24G,Acute Lymphoblastic Leukaemia with CC Score 5+,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA24H,Acute Lymphoblastic Leukaemia with CC Score 2-4,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA24J,Acute Lymphoblastic Leukaemia with CC Score 0-1,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA25G,Acute Myeloid Leukaemia with CC Score 12+,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA25H,Acute Myeloid Leukaemia with CC Score 9-11,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA25J,Acute Myeloid Leukaemia with CC Score 6-8,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA25K,Acute Myeloid Leukaemia with CC Score 4-5,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA25L,Acute Myeloid Leukaemia with CC Score 2-3,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA25M,Acute Myeloid Leukaemia with CC Score 0-1,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA26A,"Peripheral Blood Stem Cell Transplant, Autologous, 19 years and over",4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA26B,"Peripheral Blood Stem Cell Transplant, Autologous, 18 years and under",4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA27A,"Peripheral Blood Stem Cell Transplant, Syngeneic, 19 years and over",4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA27B,"Peripheral Blood Stem Cell Transplant, Syngeneic, 18 years and under",4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA30A,Plasma Cell Disorders with CC Score 11+,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA30B,Plasma Cell Disorders with CC Score 8-10,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA30C,Plasma Cell Disorders with CC Score 5-7,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA30D,Plasma Cell Disorders with CC Score 2-4,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA30E,Plasma Cell Disorders with CC Score 0-1,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA31A,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 15+",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA31B,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 10-14",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA31C,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 6-9",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA31D,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 4-5",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA31E,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 2-3",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA31F,"Malignant Lymphoma, including Hodgkin's and Non-Hodgkin's, with CC Score 0-1",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA32A,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 7+",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA32B,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 5-6",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA32C,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 3-4",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA32D,"Chronic Lymphocytic Leukaemia, including Related Disorders, with CC Score 0-2",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA33Z,Diagnostic Bone Marrow Extraction,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA34Z,Peripheral Blood Stem Cell Harvest,4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA35A,Agranulocytosis with CC Score 13+,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA35B,Agranulocytosis with CC Score 9-12,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA35C,Agranulocytosis with CC Score 5-8,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA35D,Agranulocytosis with CC Score 2-4,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA35E,Agranulocytosis with CC Score 0-1,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA36A,"Sickle-Cell Anaemia with Crisis, with CC Score 6+",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA36B,"Sickle-Cell Anaemia with Crisis, with CC Score 2-5",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA36C,"Sickle-Cell Anaemia with Crisis, with CC Score 0-1",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA37Z,Sickle-Cell Anaemia without Crisis,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA38A,"Peripheral Blood Stem Cell Transplant, Allogeneic (Sibling), 19 years and over",4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA38B,"Peripheral Blood Stem Cell Transplant, Allogeneic (Sibling), 18 years and under",4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA39A,"Peripheral Blood Stem Cell Transplant, Allogeneic (Volunteer Unrelated Donor), 19 years and over",4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA39B,"Peripheral Blood Stem Cell Transplant, Allogeneic (Volunteer Unrelated Donor), 18 years and under",4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA40Z,"Peripheral Blood Stem Cell Transplant, Allogeneic (Donor Type Not Specified)",4+,C,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA41Z,Automated Red Cell Exchange,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA42Z,Manual Red Cell Exchange,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA43Z,Leucopheresis,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA44A,"Single Plasma Exchange or Other Intravenous Blood Transfusion, 19 years and over",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA44B,"Single Plasma Exchange or Other Intravenous Blood Transfusion, 18 years and under",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA45A,"Injection of Rh Immune Globulin or Other Blood Transfusion, 19 years and over",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SA45B,"Injection of Rh Immune Globulin or Other Blood Transfusion, 18 years and under",4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SA,Haematological Procedures and Disorders
SB01Z,Procure Chemotherapy Drugs for Regimens in Band 1,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SB,Chemotherapy
SB02Z,Procure Chemotherapy Drugs for Regimens in Band 2,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SB,Chemotherapy
SB03Z,Procure Chemotherapy Drugs for Regimens in Band 3,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SB,Chemotherapy
SB04Z,Procure Chemotherapy Drugs for Regimens in Band 4,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SB,Chemotherapy
SB05Z,Procure Chemotherapy Drugs for Regimens in Band 5,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SB,Chemotherapy
SB06Z,Procure Chemotherapy Drugs for Regimens in Band 6,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SB,Chemotherapy
SB07Z,Procure Chemotherapy Drugs for Regimens in Band 7,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SB,Chemotherapy
SB08Z,Procure Chemotherapy Drugs for Regimens in Band 8,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SB,Chemotherapy
SB09Z,Procure Chemotherapy Drugs for Regimens in Band 9,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SB,Chemotherapy
SB10Z,Procure Chemotherapy Drugs for Regimens in Band 10,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SB,Chemotherapy
SB11Z,Deliver Exclusively Oral Chemotherapy,4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SB,Chemotherapy
SB12Z,Deliver Simple Parenteral Chemotherapy at First Attendance,4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SB,Chemotherapy
SB13Z,Deliver more Complex Parenteral Chemotherapy at First Attendance,4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SB,Chemotherapy
SB14Z,"Deliver Complex Chemotherapy, including Prolonged Infusional Treatment, at First Attendance",4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SB,Chemotherapy
SB15Z,Deliver Subsequent Elements of a Chemotherapy Cycle,4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SB,Chemotherapy
SB16Z,Procure Chemotherapy Drugs for Regimens not on the National List,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SB,Chemotherapy
SB17Z,Deliver Chemotherapy for Regimens not on the National List,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SB,Chemotherapy
SB97Z,Same Day Chemotherapy Admission or Attendance,4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SB,Chemotherapy
SC21Z,Deliver a Fraction of Treatment on a Superficial or Orthovoltage Machine,4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC22Z,Deliver a Fraction of Treatment on a Megavoltage Machine,4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
