OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
Z152,Z152: Upper outer quadrant of breast,Z15,Z15: Breast,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z153,Z153: Lower inner quadrant of breast,Z15,Z15: Breast,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z154,Z154: Lower outer quadrant of breast,Z15,Z15: Breast,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z155,Z155: Axillary tail of breast,Z15,Z15: Breast,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z156,Z156: Nipple,Z15,Z15: Breast,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z157,Z157: Areola,Z15,Z15: Breast,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.8,Live
Z158,Z158: Specified breast NEC,Z15,Z15: Breast,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z159,Z159: Breast NEC,Z15,Z15: Breast,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z161,Z161: Orbit,Z16,Z16: External structure of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z162,Z162: Eyebrow,Z16,Z16: External structure of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z163,Z163: Canthus,Z16,Z16: External structure of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z164,Z164: Eyelid,Z16,Z16: External structure of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z165,Z165: Lacrimal gland,Z16,Z16: External structure of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z166,Z166: Lacrimal sac,Z16,Z16: External structure of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z167,Z167: Lacrimal apparatus,Z16,Z16: External structure of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z168,Z168: Specified external structure of eye NEC,Z16,Z16: External structure of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z169,Z169: External structure of eye NEC,Z16,Z16: External structure of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z171,Z171: Medial rectus muscle of eye,Z17,Z17: Muscle of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z172,Z172: Lateral rectus muscle of eye,Z17,Z17: Muscle of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z173,Z173: Superior rectus muscle of eye,Z17,Z17: Muscle of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z174,Z174: Inferior rectus muscle of eye,Z17,Z17: Muscle of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z175,Z175: Superior oblique muscle of eye,Z17,Z17: Muscle of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z176,Z176: Inferior oblique muscle of eye,Z17,Z17: Muscle of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z177,Z177: Combinations of muscles of eye,Z17,Z17: Muscle of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z178,Z178: Specified muscle of eye NEC,Z17,Z17: Muscle of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z179,Z179: Muscle of eye NEC,Z17,Z17: Muscle of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z181,Z181: Conjunctiva,Z18,Z18: Anterior chamber of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z182,Z182: Cornea,Z18,Z18: Anterior chamber of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z183,Z183: Sclera,Z18,Z18: Anterior chamber of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z184,Z184: Iris,Z18,Z18: Anterior chamber of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z188,Z188: Specified anterior chamber of eye NEC,Z18,Z18: Anterior chamber of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z189,Z189: Anterior chamber of eye NEC,Z18,Z18: Anterior chamber of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z191,Z191: Lens,Z19,Z19: Other part of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z192,Z192: Vitreous body,Z19,Z19: Other part of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z193,Z193: Retina,Z19,Z19: Other part of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z194,Z194: Choroid,Z19,Z19: Other part of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z198,Z198: Specified part of eye NEC,Z19,Z19: Other part of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z199,Z199: Eye NEC,Z19,Z19: Other part of eye,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z201,Z201: External ear,Z20,Z20: Outer ear,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z202,Z202: External auditory canal,Z20,Z20: Outer ear,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z203,Z203: Mastoid,Z20,Z20: Outer ear,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z204,Z204: Eardrum,Z20,Z20: Outer ear,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z208,Z208: Specified outer ear NEC,Z20,Z20: Outer ear,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z209,Z209: Outer ear NEC,Z20,Z20: Outer ear,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z211,Z211: Ossicle of ear,Z21,Z21: Other part of ear,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z212,Z212: Middle ear,Z21,Z21: Other part of ear,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z213,Z213: Eustachian canal,Z21,Z21: Other part of ear,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z214,Z214: Cochlea,Z21,Z21: Other part of ear,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z215,Z215: Vestibular apparatus,Z21,Z21: Other part of ear,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z216,Z216: Inner ear,Z21,Z21: Other part of ear,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z218,Z218: Specified part of ear NEC,Z21,Z21: Other part of ear,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z219,Z219: Ear NEC,Z21,Z21: Other part of ear,Z13-Z21,Z13-Z21: Endocrine breast and special senses,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z221,Z221: External nose,Z22,Z22: Nose,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z222,Z222: Septum of nose,Z22,Z22: Nose,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z223,Z223: Turbinate of nose,Z22,Z22: Nose,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z224,Z224: Internal nose,Z22,Z22: Nose,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z225,Z225: Adenoid,Z22,Z22: Nose,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z226,Z226: Nasopharynx,Z22,Z22: Nose,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z228,Z228: Specified nose NEC,Z22,Z22: Nose,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z229,Z229: Nose NEC,Z22,Z22: Nose,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z231,Z231: Maxillary antrum,Z23,Z23: Nasal sinus,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z232,Z232: Frontal sinus,Z23,Z23: Nasal sinus,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z233,Z233: Ethmoid sinus,Z23,Z23: Nasal sinus,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z234,Z234: Sphenoid sinus,Z23,Z23: Nasal sinus,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z238,Z238: Specified nasal sinus NEC,Z23,Z23: Nasal sinus,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z239,Z239: Nasal sinus NEC,Z23,Z23: Nasal sinus,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z241,Z241: Pharynx,Z24,Z24: Other respiratory tract,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z242,Z242: Larynx,Z24,Z24: Other respiratory tract,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z243,Z243: Trachea,Z24,Z24: Other respiratory tract,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z244,Z244: Carina,Z24,Z24: Other respiratory tract,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z245,Z245: Bronchus,Z24,Z24: Other respiratory tract,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z246,Z246: Lung,Z24,Z24: Other respiratory tract,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z247,Z247: Mediastinum,Z24,Z24: Other respiratory tract,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z248,Z248: Specified respiratory tract NEC,Z24,Z24: Other respiratory tract,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z249,Z249: Respiratory tract NEC,Z24,Z24: Other respiratory tract,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z251,Z251: Lip,Z25,Z25: Mouth,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z252,Z252: Wisdom tooth,Z25,Z25: Mouth,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z253,Z253: Tooth NEC,Z25,Z25: Mouth,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z254,Z254: Gingiva,Z25,Z25: Mouth,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z255,Z255: Tongue,Z25,Z25: Mouth,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z256,Z256: Palate,Z25,Z25: Mouth,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z257,Z257: Tonsil,Z25,Z25: Mouth,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z258,Z258: Specified mouth NEC,Z25,Z25: Mouth,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z259,Z259: Mouth NEC,Z25,Z25: Mouth,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z261,Z261: Parotid gland,Z26,Z26: Salivary apparatus,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z262,Z262: Submandibular gland,Z26,Z26: Salivary apparatus,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z263,Z263: Sublingual gland,Z26,Z26: Salivary apparatus,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z264,Z264: Salivary gland,Z26,Z26: Salivary apparatus,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z265,Z265: Parotid duct,Z26,Z26: Salivary apparatus,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z266,Z266: Submandibular duct,Z26,Z26: Salivary apparatus,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z267,Z267: Salivary duct,Z26,Z26: Salivary apparatus,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z268,Z268: Specified salivary apparatus NEC,Z26,Z26: Salivary apparatus,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z269,Z269: Salivary apparatus NEC,Z26,Z26: Salivary apparatus,Z22-Z26,Z22-Z26: Respiratory tract and mouth,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z271,Z271: Oesophagus,Z27,Z27: Upper digestive tract,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z272,Z272: Stomach,Z27,Z27: Upper digestive tract,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z273,Z273: Pylorus,Z27,Z27: Upper digestive tract,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z274,Z274: Duodenum,Z27,Z27: Upper digestive tract,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z275,Z275: Jejunum,Z27,Z27: Upper digestive tract,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z276,Z276: Ileum,Z27,Z27: Upper digestive tract,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z277,Z277: Small intestine,Z27,Z27: Upper digestive tract,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z278,Z278: Specified upper digestive tract NEC,Z27,Z27: Upper digestive tract,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z279,Z279: Upper digestive tract NEC,Z27,Z27: Upper digestive tract,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z281,Z281: Appendix,Z28,Z28: Large intestine,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z282,Z282: Caecum,Z28,Z28: Large intestine,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z283,Z283: Ascending colon,Z28,Z28: Large intestine,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z284,Z284: Transverse colon,Z28,Z28: Large intestine,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z285,Z285: Descending colon,Z28,Z28: Large intestine,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z286,Z286: Sigmoid colon,Z28,Z28: Large intestine,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z287,Z287: Colon NEC,Z28,Z28: Large intestine,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z288,Z288: Specified large intestine NEC,Z28,Z28: Large intestine,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z289,Z289: Large intestine NEC,Z28,Z28: Large intestine,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z291,Z291: Rectum,Z29,Z29: Other part of bowel,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z292,Z292: Anus,Z29,Z29: Other part of bowel,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z293,Z293: Perianal tissue,Z29,Z29: Other part of bowel,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z294,Z294: Colorectal,Z29,Z29: Other part of bowel,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.3,Live
Z298,Z298: Specified part of bowel NEC,Z29,Z29: Other part of bowel,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z299,Z299: Bowel NEC,Z29,Z29: Other part of bowel,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z301,Z301: Liver,Z30,Z30: Biliary tract,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z302,Z302: Gall bladder,Z30,Z30: Biliary tract,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z303,Z303: Common bile duct,Z30,Z30: Biliary tract,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z304,Z304: Bile duct NEC,Z30,Z30: Biliary tract,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z305,Z305: Sphincter of Oddi,Z30,Z30: Biliary tract,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z306,Z306: Papilla of Vater,Z30,Z30: Biliary tract,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z307,Z307: Ampulla of Vater,Z30,Z30: Biliary tract,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z308,Z308: Specified biliary tract NEC,Z30,Z30: Biliary tract,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z309,Z309: Biliary tract NEC,Z30,Z30: Biliary tract,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z311,Z311: Pancreas,Z31,Z31: Other abdominal organ,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z312,Z312: Pancreatic duct,Z31,Z31: Other abdominal organ,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z313,Z313: Spleen,Z31,Z31: Other abdominal organ,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z318,Z318: Specified abdominal organ NEC,Z31,Z31: Other abdominal organ,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z319,Z319: Abdominal organ NEC,Z31,Z31: Other abdominal organ,Z27-Z31,Z27-Z31: Digestive tract and abdominal organs,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z321,Z321: Mitral valve,Z32,Z32: Valve of heart,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z322,Z322: Aortic valve,Z32,Z32: Valve of heart,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z323,Z323: Tricuspid valve,Z32,Z32: Valve of heart,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z324,Z324: Pulmonary valve,Z32,Z32: Valve of heart,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z325,Z325: Truncal valve,Z32,Z32: Valve of heart,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.3,Live
Z328,Z328: Specified valve of heart NEC,Z32,Z32: Valve of heart,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z329,Z329: Valve of heart NEC,Z32,Z32: Valve of heart,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z331,Z331: Septum of atrium,Z33,Z33: Other part of heart,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z332,Z332: Septum of ventricle of heart,Z33,Z33: Other part of heart,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z333,Z333: Wall of heart,Z33,Z33: Other part of heart,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z334,Z334: Coronary artery,Z33,Z33: Other part of heart,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z335,Z335: Pericardium,Z33,Z33: Other part of heart,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z336,Z336: Atrium of heart,Z33,Z33: Other part of heart,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.3,Live
Z337,Z337: Ventricle of heart,Z33,Z33: Other part of heart,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.3,Live
Z338,Z338: Specified part of heart NEC,Z33,Z33: Other part of heart,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z339,Z339: Heart NEC,Z33,Z33: Other part of heart,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z341,Z341: Ascending aorta,Z34,Z34: Aorta,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z342,Z342: Aortic arch,Z34,Z34: Aorta,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z343,Z343: Descending thoracic aorta,Z34,Z34: Aorta,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z344,Z344: Thoracic aorta NEC,Z34,Z34: Aorta,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z345,Z345: Suprarenal abdominal aorta,Z34,Z34: Aorta,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
Z346,Z346: Infrarenal abdominal aorta,Z34,Z34: Aorta,Z32-Z40,Z32-Z40: Heart arteries and veins,Z,Z: Subsidiary Classification of Sites of Operation,4.2,Live
